dataset,mde,iters,solver,pose_mAA_10,median_pose_err,median_f_err,mean_mde_runtime,mean_runtime,mean_inliers
sintel,VGGT-VGGT-1B,1000,mdecalib,73.025597,1.625895,0.102759,89.309926,106.141197,0.785315
sintel,VGGT-VGGT-1B,1000,sf,81.729001,0.725046,0.122592,89.309926,99.447459,0.824949
sintel,VGGT-VGGT-1B,1000,calib_shift,87.147844,0.353952,0.0,89.309926,99.650347,0.824145
sintel,VGGT-VGGT-1B,1000,mdecalib_shift,71.739343,1.688893,0.102759,89.309926,114.375498,0.790525
sintel,VGGT-VGGT-1B,1000,sf_shift,77.463427,0.614171,0.197524,89.309926,127.66261,0.807436
sintel,VGGT-VGGT-1B,1000,calib_ro,74.093192,0.946009,0.0,89.309926,11.019101,0.780495
sintel,VGGT-VGGT-1B,1000,mdecalib_ro,67.565986,1.842819,0.102759,89.309926,11.350582,0.772547
sintel,VGGT-VGGT-1B,1000,sf_ro,68.07723,1.614646,0.485709,89.309926,18.729715,0.782502
sintel,VGGT-VGGT-1B,1000,calib_shift_ro,64.253982,1.723108,0.0,89.309926,15.604297,0.773687
sintel,VGGT-VGGT-1B,1000,mdecalib_shift_ro,59.190874,2.556904,0.102759,89.309926,19.214669,0.771377
sintel,VGGT-VGGT-1B,1000,sf_shift_ro,63.029531,2.292616,0.550577,89.309926,40.509329,0.769718
sintel,gt,10,calib,13.325609,169.077003,0.0,0.0,9.18269,0.0
sintel,gt,10,sf,56.724036,2.524127,0.523122,0.0,31.808736,0.498864
sintel,gt,10,calib_shift,39.070835,6.961592,0.0,0.0,29.247036,0.094585
sintel,gt,10,sf_shift,47.652645,4.813316,0.814516,0.0,40.309329,0.430939
sintel,gt,10,calib_ro,46.085287,6.833339,0.0,0.0,1.585821,0.364524
sintel,gt,10,sf_ro,62.207092,2.083233,0.528507,0.0,2.335924,0.398781
sintel,gt,10,calib_shift_ro,61.248507,2.501788,0.0,0.0,7.276704,0.77006
sintel,gt,10,sf_shift_ro,43.501261,5.351701,1.0,0.0,5.451667,0.403445
sintel,gt,10,baseline_calib,82.330454,0.192021,0.0,0.0,7.618384,0.810492
sintel,gt,10,baseline_sf,77.017097,0.462414,0.112626,0.0,8.930802,0.79558
sintel,gt,100,calib,13.435998,169.077003,0.0,0.0,11.282673,3e-06
sintel,gt,100,sf,69.561126,1.355338,0.388903,0.0,52.69929,0.660258
sintel,gt,100,calib_shift,40.839973,6.436502,0.0,0.0,35.034505,0.144735
sintel,gt,100,sf_shift,63.978881,1.756458,0.479828,0.0,68.683995,0.659478
sintel,gt,100,calib_ro,54.23601,1.694974,0.0,0.0,3.125916,0.392998
sintel,gt,100,sf_ro,62.206585,1.944026,0.519079,0.0,4.352609,0.409573
sintel,gt,100,calib_shift_ro,60.180404,2.629716,0.0,0.0,10.431951,0.781304
sintel,gt,100,sf_shift_ro,56.248018,3.092914,0.814847,0.0,12.154559,0.705477
sintel,gt,100,baseline_calib,86.799421,0.154578,0.0,0.0,18.556431,0.829899
sintel,gt,100,baseline_sf,83.118602,0.371013,0.076506,0.0,20.989736,0.836081
sintel,gt,500,calib,13.605527,168.613981,0.0,0.0,19.717268,3.3e-05
sintel,gt,500,sf,73.070838,1.100372,0.323709,0.0,68.879253,0.720977
sintel,gt,500,calib_shift,44.505928,5.385195,0.0,0.0,48.75441,0.228179
sintel,gt,500,sf_shift,69.225305,1.138441,0.342779,0.0,93.225416,0.725384
sintel,gt,500,calib_ro,56.885229,1.092759,0.0,0.0,5.433032,0.398272
sintel,gt,500,sf_ro,60.799851,2.004606,0.533878,0.0,7.744011,0.410912
sintel,gt,500,calib_shift_ro,59.839995,2.647282,0.0,0.0,13.749997,0.781867
sintel,gt,500,sf_shift_ro,57.890063,2.950641,0.792082,0.0,24.506186,0.745381
sintel,gt,500,baseline_calib,88.351291,0.143802,0.0,0.0,54.765193,0.833533
sintel,gt,500,baseline_sf,85.024692,0.326988,0.071063,0.0,52.056839,0.842107
sintel,gt,1000,calib,13.810152,168.505645,0.0,0.0,30.650787,4.4e-05
sintel,gt,1000,sf,74.423618,1.031081,0.299813,0.0,77.932401,0.73976
sintel,gt,1000,calib_shift,46.503252,4.871439,0.0,0.0,60.185962,0.276171
sintel,gt,1000,sf_shift,70.960105,1.034696,0.322432,0.0,111.962282,0.744718
sintel,gt,1000,calib_ro,57.621862,1.029611,0.0,0.0,7.539749,0.399359
sintel,gt,1000,sf_ro,60.153822,2.04688,0.538777,0.0,11.169903,0.411746
sintel,gt,1000,calib_shift_ro,59.594193,2.67324,0.0,0.0,16.615949,0.782137
sintel,gt,1000,sf_shift_ro,58.346124,2.911665,0.774984,0.0,37.139658,0.752231
sintel,gt,1000,baseline_calib,88.626817,0.140236,0.0,0.0,90.831224,0.83422
sintel,gt,1000,baseline_sf,85.344098,0.327709,0.071063,0.0,81.694965,0.84338
eth3d,DepthAnythingV2-vitb,10,calib,43.445045,6.166891,0.0,74.283113,19.742671,0.607054
eth3d,DepthAnythingV2-vitb,10,sf,29.685264,11.647844,0.151032,74.283113,22.172277,0.58939
eth3d,DepthAnythingV2-vitb,10,calib_shift,65.065007,0.974842,0.0,74.283113,25.140412,0.673392
eth3d,DepthAnythingV2-vitb,10,sf_shift,19.127494,54.630686,0.338421,74.283113,20.416649,0.317889
eth3d,DepthAnythingV2-vitb,10,calib_ro,24.552678,11.964342,0.0,74.283113,7.079706,0.437702
eth3d,DepthAnythingV2-vitb,10,sf_ro,20.28177,14.411937,0.183821,74.283113,10.30078,0.553131
eth3d,DepthAnythingV2-vitb,10,calib_shift_ro,48.735812,4.082252,0.0,74.283113,10.008453,0.546389
eth3d,DepthAnythingV2-vitb,10,sf_shift_ro,17.743861,33.039156,0.348569,74.283113,10.906655,0.357925
eth3d,DepthAnythingV2-vitb,100,calib,52.373725,3.076449,0.0,74.283113,31.754147,0.683986
eth3d,DepthAnythingV2-vitb,100,sf,34.993103,8.459708,0.113018,74.283113,34.555885,0.685874
eth3d,DepthAnythingV2-vitb,100,calib_shift,70.859884,0.735145,0.0,74.283113,37.57038,0.725335
eth3d,DepthAnythingV2-vitb,100,sf_shift,35.024622,13.045805,0.178747,74.283113,38.700137,0.561739
eth3d,DepthAnythingV2-vitb,100,calib_ro,25.805928,11.47106,0.0,74.283113,12.861783,0.450051
eth3d,DepthAnythingV2-vitb,100,sf_ro,21.087716,13.455641,0.170378,74.283113,17.97441,0.584116
eth3d,DepthAnythingV2-vitb,100,calib_shift_ro,50.972313,3.690824,0.0,74.283113,17.41138,0.571317
eth3d,DepthAnythingV2-vitb,100,sf_shift_ro,25.663125,13.280009,0.185658,74.283113,21.341439,0.532246
eth3d,DepthAnythingV2-vitb,500,calib,57.411773,2.149827,0.0,74.283113,44.125422,0.723082
eth3d,DepthAnythingV2-vitb,500,sf,36.602952,7.961852,0.107702,74.283113,45.738453,0.711657
eth3d,DepthAnythingV2-vitb,500,calib_shift,72.239308,0.700927,0.0,74.283113,49.646863,0.734605
eth3d,DepthAnythingV2-vitb,500,sf_shift,42.713704,6.137544,0.108269,74.283113,57.302383,0.651086
eth3d,DepthAnythingV2-vitb,500,calib_ro,26.234517,11.148915,0.0,74.283113,21.201839,0.450984
eth3d,DepthAnythingV2-vitb,500,sf_ro,21.497037,13.338548,0.163236,74.283113,28.927634,0.588873
eth3d,DepthAnythingV2-vitb,500,calib_shift_ro,51.285157,3.663247,0.0,74.283113,26.257623,0.573904
eth3d,DepthAnythingV2-vitb,500,sf_shift_ro,29.663022,9.873137,0.142095,74.283113,36.714888,0.579296
eth3d,DepthAnythingV2-vitb,1000,calib,59.072632,1.887917,0.0,74.283113,53.224636,0.734729
eth3d,DepthAnythingV2-vitb,1000,sf,37.477663,7.559614,0.102817,74.283113,53.093726,0.72008
eth3d,DepthAnythingV2-vitb,1000,calib_shift,72.645894,0.681997,0.0,74.283113,57.779786,0.736756
eth3d,DepthAnythingV2-vitb,1000,sf_shift,45.70242,4.891658,0.091841,74.283113,72.878482,0.675475
eth3d,DepthAnythingV2-vitb,1000,calib_ro,26.487117,10.993358,0.0,74.283113,28.53913,0.450672
eth3d,DepthAnythingV2-vitb,1000,sf_ro,21.611254,13.327758,0.165721,74.283113,38.761397,0.590204
eth3d,DepthAnythingV2-vitb,1000,calib_shift_ro,51.558386,3.634689,0.0,74.283113,32.480688,0.574081
eth3d,DepthAnythingV2-vitb,1000,sf_shift_ro,30.650505,9.35802,0.135952,74.283113,50.995573,0.590933
eth3d,DepthAnythingV2-vitl,10,calib,21.310708,24.191342,0.0,144.571618,14.611777,0.237477
eth3d,DepthAnythingV2-vitl,10,sf,28.361827,13.649607,0.165431,144.571618,22.05172,0.570149
eth3d,DepthAnythingV2-vitl,10,calib_shift,52.316821,2.835245,0.0,144.571618,22.427496,0.478332
eth3d,DepthAnythingV2-vitl,10,sf_shift,18.283521,56.30576,0.348625,144.571618,19.730023,0.309409
eth3d,DepthAnythingV2-vitl,10,calib_ro,24.284334,13.12665,0.0,144.571618,7.36921,0.425075
eth3d,DepthAnythingV2-vitl,10,sf_ro,19.698418,16.242734,0.198318,144.571618,10.049988,0.534354
eth3d,DepthAnythingV2-vitl,10,calib_shift_ro,48.637009,3.986146,0.0,144.571618,9.770814,0.545542
eth3d,DepthAnythingV2-vitl,10,sf_shift_ro,15.975398,38.037138,0.395285,144.571618,10.700276,0.342084
eth3d,DepthAnythingV2-vitl,100,calib,26.215104,18.802509,0.0,144.571618,25.771806,0.300752
eth3d,DepthAnythingV2-vitl,100,sf,33.707653,9.538447,0.120921,144.571618,34.459285,0.675755
eth3d,DepthAnythingV2-vitl,100,calib_shift,60.531459,1.467239,0.0,144.571618,35.799417,0.594642
eth3d,DepthAnythingV2-vitl,100,sf_shift,33.554415,15.509839,0.192369,144.571618,37.20199,0.551248
eth3d,DepthAnythingV2-vitl,100,calib_ro,25.318628,12.49177,0.0,144.571618,13.328179,0.436895
eth3d,DepthAnythingV2-vitl,100,sf_ro,21.056492,14.795674,0.180825,144.571618,17.888927,0.572879
eth3d,DepthAnythingV2-vitl,100,calib_shift_ro,51.135854,3.579531,0.0,144.571618,16.761339,0.568708
eth3d,DepthAnythingV2-vitl,100,sf_shift_ro,25.813277,14.476761,0.202898,144.571618,20.586129,0.527281
eth3d,DepthAnythingV2-vitl,500,calib,29.221505,17.76115,0.0,144.571618,38.047387,0.338133
eth3d,DepthAnythingV2-vitl,500,sf,35.904358,8.427925,0.110367,144.571618,45.529459,0.705676
eth3d,DepthAnythingV2-vitl,500,calib_shift,64.038494,1.150772,0.0,144.571618,48.401565,0.638601
eth3d,DepthAnythingV2-vitl,500,sf_shift,41.427569,6.85322,0.10747,144.571618,55.957885,0.645204
eth3d,DepthAnythingV2-vitl,500,calib_ro,25.565288,12.319848,0.0,144.571618,21.741121,0.438484
eth3d,DepthAnythingV2-vitl,500,sf_ro,21.282347,14.717796,0.176447,144.571618,28.974427,0.580526
eth3d,DepthAnythingV2-vitl,500,calib_shift_ro,51.21197,3.577103,0.0,144.571618,25.011514,0.571538
eth3d,DepthAnythingV2-vitl,500,sf_shift_ro,29.861254,10.555853,0.152133,144.571618,35.361419,0.574213
eth3d,DepthAnythingV2-vitl,1000,calib,30.137008,16.871844,0.0,144.571618,47.474955,0.352264
eth3d,DepthAnythingV2-vitl,1000,sf,36.626375,8.101205,0.109786,144.571618,53.221743,0.715233
eth3d,DepthAnythingV2-vitl,1000,calib_shift,65.120167,1.044217,0.0,144.571618,57.116616,0.655496
eth3d,DepthAnythingV2-vitl,1000,sf_shift,44.364432,5.307161,0.092228,144.571618,71.41842,0.671189
eth3d,DepthAnythingV2-vitl,1000,calib_ro,25.625143,12.162173,0.0,144.571618,28.886655,0.438552
eth3d,DepthAnythingV2-vitl,1000,sf_ro,21.319283,14.766467,0.176492,144.571618,38.552148,0.583134
eth3d,DepthAnythingV2-vitl,1000,calib_shift_ro,51.323789,3.56707,0.0,144.571618,31.063554,0.57182
eth3d,DepthAnythingV2-vitl,1000,sf_shift_ro,30.765577,9.800286,0.139865,144.571618,49.789227,0.587265
eth3d,DepthAnythingV2-vits,10,calib,42.783237,6.533936,0.0,46.434845,20.25904,0.604016
eth3d,DepthAnythingV2-vits,10,sf,29.197754,11.701524,0.152521,46.434845,22.786004,0.584225
eth3d,DepthAnythingV2-vits,10,calib_shift,63.953722,1.000732,0.0,46.434845,26.371037,0.663793
eth3d,DepthAnythingV2-vits,10,sf_shift,19.103081,54.075852,0.349483,46.434845,21.668862,0.320881
eth3d,DepthAnythingV2-vits,10,calib_ro,23.754136,12.077288,0.0,46.434845,7.40527,0.427368
eth3d,DepthAnythingV2-vits,10,sf_ro,19.41674,14.855587,0.186473,46.434845,10.323781,0.537733
eth3d,DepthAnythingV2-vits,10,calib_shift_ro,46.69618,4.327968,0.0,46.434845,10.515728,0.524026
eth3d,DepthAnythingV2-vits,10,sf_shift_ro,16.667945,34.828284,0.368934,46.434845,11.348241,0.358209
eth3d,DepthAnythingV2-vits,100,calib,52.599638,3.18803,0.0,46.434845,32.646991,0.686872
eth3d,DepthAnythingV2-vits,100,sf,34.925535,8.601843,0.113337,46.434845,35.710745,0.688855
eth3d,DepthAnythingV2-vits,100,calib_shift,70.567855,0.775989,0.0,46.434845,39.184327,0.722847
eth3d,DepthAnythingV2-vits,100,sf_shift,33.983099,14.427965,0.199689,46.434845,40.193963,0.557262
eth3d,DepthAnythingV2-vits,100,calib_ro,25.25797,11.378023,0.0,46.434845,13.39337,0.438827
eth3d,DepthAnythingV2-vits,100,sf_ro,20.820022,13.702526,0.167283,46.434845,18.549288,0.570595
eth3d,DepthAnythingV2-vits,100,calib_shift_ro,49.106942,4.013841,0.0,46.434845,18.210054,0.549014
eth3d,DepthAnythingV2-vits,100,sf_shift_ro,24.150608,15.327802,0.208097,46.434845,22.071147,0.520987
eth3d,DepthAnythingV2-vits,500,calib,58.030062,2.013783,0.0,46.434845,44.919598,0.725362
eth3d,DepthAnythingV2-vits,500,sf,37.166793,7.617173,0.101022,46.434845,47.032514,0.716621
eth3d,DepthAnythingV2-vits,500,calib_shift,72.416423,0.719403,0.0,46.434845,51.556399,0.73335
eth3d,DepthAnythingV2-vits,500,sf_shift,43.099453,5.777705,0.103744,46.434845,59.709329,0.648649
eth3d,DepthAnythingV2-vits,500,calib_ro,25.496116,11.22979,0.0,46.434845,21.797283,0.440238
eth3d,DepthAnythingV2-vits,500,sf_ro,20.858338,13.443015,0.164718,46.434845,29.75,0.576824
eth3d,DepthAnythingV2-vits,500,calib_shift_ro,49.648803,3.901642,0.0,46.434845,26.770966,0.552342
eth3d,DepthAnythingV2-vits,500,sf_shift_ro,27.978486,11.337385,0.162621,46.434845,37.987395,0.565993
eth3d,DepthAnythingV2-vits,1000,calib,59.544894,1.775171,0.0,46.434845,53.92245,0.736498
eth3d,DepthAnythingV2-vits,1000,sf,38.183026,7.169733,0.099666,46.434845,54.389512,0.724918
eth3d,DepthAnythingV2-vits,1000,calib_shift,72.65441,0.704294,0.0,46.434845,59.39881,0.73535
eth3d,DepthAnythingV2-vits,1000,sf_shift,46.153283,4.649532,0.085056,46.434845,75.628934,0.674707
eth3d,DepthAnythingV2-vits,1000,calib_ro,25.60675,11.096445,0.0,46.434845,29.043221,0.440005
eth3d,DepthAnythingV2-vits,1000,sf_ro,20.892115,13.370309,0.165696,46.434845,39.581562,0.578608
eth3d,DepthAnythingV2-vits,1000,calib_shift_ro,49.686806,3.920119,0.0,46.434845,32.95605,0.553386
eth3d,DepthAnythingV2-vits,1000,sf_shift_ro,28.945872,10.46434,0.148874,46.434845,52.682603,0.577197
eth3d,DepthAnythingV3-DA3METRIC-LARGE,10,calib,69.192651,0.887809,0.0,63.496809,17.897231,0.717933
eth3d,DepthAnythingV3-DA3METRIC-LARGE,10,sf,58.378789,2.018363,0.04135,63.496809,22.137994,0.69902
eth3d,DepthAnythingV3-DA3METRIC-LARGE,10,calib_shift,67.903595,0.741919,0.0,63.496809,23.997028,0.676227
eth3d,DepthAnythingV3-DA3METRIC-LARGE,10,sf_shift,21.755906,52.741147,0.313286,63.496809,20.883002,0.313706
eth3d,DepthAnythingV3-DA3METRIC-LARGE,10,calib_ro,58.222426,2.611134,0.0,63.496809,7.7137,0.583845
eth3d,DepthAnythingV3-DA3METRIC-LARGE,10,sf_ro,50.864558,3.476317,0.060224,63.496809,10.981928,0.667072
eth3d,DepthAnythingV3-DA3METRIC-LARGE,10,calib_shift_ro,58.698454,2.365673,0.0,63.496809,10.991696,0.596073
eth3d,DepthAnythingV3-DA3METRIC-LARGE,10,sf_shift_ro,23.030441,30.529783,0.301808,63.496809,11.92707,0.363103
eth3d,DepthAnythingV3-DA3METRIC-LARGE,100,calib,72.439554,0.777597,0.0,63.496809,27.444346,0.744181
eth3d,DepthAnythingV3-DA3METRIC-LARGE,100,sf,63.221487,1.640192,0.034545,63.496809,33.734665,0.74401
eth3d,DepthAnythingV3-DA3METRIC-LARGE,100,calib_shift,73.254864,0.612277,0.0,63.496809,36.825687,0.72612
eth3d,DepthAnythingV3-DA3METRIC-LARGE,100,sf_shift,39.835088,10.33846,0.139052,63.496809,38.885469,0.557236
eth3d,DepthAnythingV3-DA3METRIC-LARGE,100,calib_ro,59.401338,2.562297,0.0,63.496809,13.798471,0.590588
eth3d,DepthAnythingV3-DA3METRIC-LARGE,100,sf_ro,51.615115,3.378321,0.057279,63.496809,19.212872,0.678633
eth3d,DepthAnythingV3-DA3METRIC-LARGE,100,calib_shift_ro,61.006014,2.176627,0.0,63.496809,18.846235,0.614834
eth3d,DepthAnythingV3-DA3METRIC-LARGE,100,sf_shift_ro,34.05925,10.299074,0.145699,63.496809,22.602428,0.544994
eth3d,DepthAnythingV3-DA3METRIC-LARGE,500,calib,73.469895,0.741934,0.0,63.496809,39.489304,0.751157
eth3d,DepthAnythingV3-DA3METRIC-LARGE,500,sf,64.491577,1.530752,0.033298,63.496809,45.444982,0.754458
eth3d,DepthAnythingV3-DA3METRIC-LARGE,500,calib_shift,74.481307,0.596539,0.0,63.496809,49.581566,0.734719
eth3d,DepthAnythingV3-DA3METRIC-LARGE,500,sf_shift,48.944152,3.707485,0.073993,63.496809,59.214008,0.648343
eth3d,DepthAnythingV3-DA3METRIC-LARGE,500,calib_ro,59.509489,2.5401,0.0,63.496809,22.670105,0.591436
eth3d,DepthAnythingV3-DA3METRIC-LARGE,500,sf_ro,51.801808,3.335384,0.056821,63.496809,32.115205,0.679911
eth3d,DepthAnythingV3-DA3METRIC-LARGE,500,calib_shift_ro,61.201691,2.161506,0.0,63.496809,27.992637,0.617036
eth3d,DepthAnythingV3-DA3METRIC-LARGE,500,sf_shift_ro,38.712209,6.895547,0.104225,63.496809,39.548322,0.597934
eth3d,DepthAnythingV3-DA3METRIC-LARGE,1000,calib,73.73352,0.730579,0.0,63.496809,49.065551,0.753115
eth3d,DepthAnythingV3-DA3METRIC-LARGE,1000,sf,64.877654,1.507498,0.032804,63.496809,53.741997,0.757445
eth3d,DepthAnythingV3-DA3METRIC-LARGE,1000,calib_shift,74.793818,0.589702,0.0,63.496809,58.526116,0.737008
eth3d,DepthAnythingV3-DA3METRIC-LARGE,1000,sf_shift,51.370243,2.982224,0.063012,63.496809,76.268127,0.672122
eth3d,DepthAnythingV3-DA3METRIC-LARGE,1000,calib_ro,59.465771,2.5401,0.0,63.496809,30.926671,0.591598
eth3d,DepthAnythingV3-DA3METRIC-LARGE,1000,sf_ro,51.830693,3.333137,0.05689,63.496809,43.835322,0.680091
eth3d,DepthAnythingV3-DA3METRIC-LARGE,1000,calib_shift_ro,61.325467,2.155629,0.0,63.496809,34.427627,0.617108
eth3d,DepthAnythingV3-DA3METRIC-LARGE,1000,sf_shift_ro,40.242505,6.199428,0.098076,63.496809,55.308942,0.612889
eth3d,DepthAnythingV3-DA3MONO-LARGE,10,calib,60.659275,1.679958,0.0,61.523934,19.705535,0.679863
eth3d,DepthAnythingV3-DA3MONO-LARGE,10,sf,46.355639,4.467778,0.083277,61.523934,23.293212,0.674514
eth3d,DepthAnythingV3-DA3MONO-LARGE,10,calib_shift,67.56443,0.73359,0.0,61.523934,22.235322,0.681807
eth3d,DepthAnythingV3-DA3MONO-LARGE,10,sf_shift,23.10461,54.980303,0.316522,61.523934,20.174325,0.326751
eth3d,DepthAnythingV3-DA3MONO-LARGE,10,calib_ro,45.508821,4.625521,0.0,61.523934,7.440371,0.510946
eth3d,DepthAnythingV3-DA3MONO-LARGE,10,sf_ro,37.397183,6.371853,0.122235,61.523934,10.648487,0.617364
eth3d,DepthAnythingV3-DA3MONO-LARGE,10,calib_shift_ro,59.940568,2.139545,0.0,61.523934,10.032616,0.593312
eth3d,DepthAnythingV3-DA3MONO-LARGE,10,sf_shift_ro,24.854174,28.734631,0.312467,61.523934,11.404812,0.372253
eth3d,DepthAnythingV3-DA3MONO-LARGE,100,calib,66.493877,1.200997,0.0,61.523934,30.247986,0.727684
eth3d,DepthAnythingV3-DA3MONO-LARGE,100,sf,51.407395,3.515329,0.065493,61.523934,35.488659,0.733612
eth3d,DepthAnythingV3-DA3MONO-LARGE,100,calib_shift,73.676972,0.584337,0.0,61.523934,34.124415,0.727435
eth3d,DepthAnythingV3-DA3MONO-LARGE,100,sf_shift,41.062945,9.126897,0.128688,61.523934,37.499999,0.567624
eth3d,DepthAnythingV3-DA3MONO-LARGE,100,calib_ro,47.114828,4.224027,0.0,61.523934,13.492985,0.518513
eth3d,DepthAnythingV3-DA3MONO-LARGE,100,sf_ro,38.254646,6.043729,0.115692,61.523934,18.990321,0.633625
eth3d,DepthAnythingV3-DA3MONO-LARGE,100,calib_shift_ro,61.904615,1.997626,0.0,61.523934,17.213688,0.612112
eth3d,DepthAnythingV3-DA3MONO-LARGE,100,sf_shift_ro,35.713879,8.972942,0.141073,61.523934,21.885257,0.549059
eth3d,DepthAnythingV3-DA3MONO-LARGE,500,calib,68.434151,1.081697,0.0,61.523934,42.470305,0.744706
eth3d,DepthAnythingV3-DA3MONO-LARGE,500,sf,52.679223,3.339504,0.06132,61.523934,47.139151,0.747484
eth3d,DepthAnythingV3-DA3MONO-LARGE,500,calib_shift,74.94349,0.563062,0.0,61.523934,45.917986,0.734939
eth3d,DepthAnythingV3-DA3MONO-LARGE,500,sf_shift,49.93999,3.269342,0.067849,61.523934,56.713594,0.654009
eth3d,DepthAnythingV3-DA3MONO-LARGE,500,calib_ro,47.379763,4.178506,0.0,61.523934,22.260734,0.519063
eth3d,DepthAnythingV3-DA3MONO-LARGE,500,sf_ro,38.477354,5.963123,0.113761,61.523934,31.549545,0.635248
eth3d,DepthAnythingV3-DA3MONO-LARGE,500,calib_shift_ro,62.270194,1.977573,0.0,61.523934,25.465345,0.613723
eth3d,DepthAnythingV3-DA3MONO-LARGE,500,sf_shift_ro,39.871039,6.380542,0.104509,61.523934,38.358403,0.598582
eth3d,DepthAnythingV3-DA3MONO-LARGE,1000,calib,69.049676,1.037329,0.0,61.523934,52.116438,0.748914
eth3d,DepthAnythingV3-DA3MONO-LARGE,1000,sf,53.082813,3.242273,0.059862,61.523934,55.210587,0.751595
eth3d,DepthAnythingV3-DA3MONO-LARGE,1000,calib_shift,75.253658,0.557668,0.0,61.523934,54.416939,0.736962
eth3d,DepthAnythingV3-DA3MONO-LARGE,1000,sf_shift,52.623636,2.660682,0.057448,61.523934,72.795697,0.676964
eth3d,DepthAnythingV3-DA3MONO-LARGE,1000,calib_ro,47.538355,4.155727,0.0,61.523934,30.000983,0.519187
eth3d,DepthAnythingV3-DA3MONO-LARGE,1000,sf_ro,38.462044,5.926896,0.112678,61.523934,42.473209,0.63546
eth3d,DepthAnythingV3-DA3MONO-LARGE,1000,calib_shift_ro,62.445107,1.970538,0.0,61.523934,31.867878,0.613778
eth3d,DepthAnythingV3-DA3MONO-LARGE,1000,sf_shift_ro,41.535662,5.673858,0.09312,61.523934,53.575612,0.609707
eth3d,DepthAnythingV3Calib-DA3METRIC-LARGE,10,calib,69.196457,0.88902,0.0,61.525844,17.913323,0.717834
eth3d,DepthAnythingV3Calib-DA3METRIC-LARGE,10,calib_shift,67.920958,0.737361,0.0,61.525844,24.183407,0.676222
eth3d,DepthAnythingV3Calib-DA3METRIC-LARGE,10,calib_ro,58.224406,2.613719,0.0,61.525844,7.683812,0.583756
eth3d,DepthAnythingV3Calib-DA3METRIC-LARGE,10,calib_shift_ro,58.713547,2.365623,0.0,61.525844,11.073315,0.596034
eth3d,DepthAnythingV3Calib-DA3METRIC-LARGE,100,calib,72.438941,0.777597,0.0,61.525844,27.572847,0.744182
eth3d,DepthAnythingV3Calib-DA3METRIC-LARGE,100,calib_shift,73.25478,0.612038,0.0,61.525844,37.041446,0.725974
eth3d,DepthAnythingV3Calib-DA3METRIC-LARGE,100,calib_ro,59.385819,2.558287,0.0,61.525844,13.682728,0.590629
eth3d,DepthAnythingV3Calib-DA3METRIC-LARGE,100,calib_shift_ro,61.011754,2.176627,0.0,61.525844,18.974509,0.614885
eth3d,DepthAnythingV3Calib-DA3METRIC-LARGE,500,calib,73.468745,0.741934,0.0,61.525844,39.33391,0.751158
eth3d,DepthAnythingV3Calib-DA3METRIC-LARGE,500,calib_shift,74.488662,0.595855,0.0,61.525844,49.591669,0.734701
eth3d,DepthAnythingV3Calib-DA3METRIC-LARGE,500,calib_ro,59.509803,2.53255,0.0,61.525844,22.69363,0.591486
eth3d,DepthAnythingV3Calib-DA3METRIC-LARGE,500,calib_shift_ro,61.200537,2.163732,0.0,61.525844,27.793557,0.617092
eth3d,DepthAnythingV3Calib-DA3METRIC-LARGE,1000,calib,73.729439,0.730579,0.0,61.525844,49.231581,0.753105
eth3d,DepthAnythingV3Calib-DA3METRIC-LARGE,1000,calib_shift,74.804258,0.589702,0.0,61.525844,58.581679,0.736951
eth3d,DepthAnythingV3Calib-DA3METRIC-LARGE,1000,calib_ro,59.466143,2.53255,0.0,61.525844,30.869768,0.591651
eth3d,DepthAnythingV3Calib-DA3METRIC-LARGE,1000,calib_shift_ro,61.324838,2.158982,0.0,61.525844,34.566772,0.617173
eth3d,DepthAnythingV3Calib-DA3MONO-LARGE,10,calib,60.686611,1.671063,0.0,61.292116,19.741181,0.680071
eth3d,DepthAnythingV3Calib-DA3MONO-LARGE,10,calib_shift,67.525615,0.734697,0.0,61.292116,22.375399,0.681624
eth3d,DepthAnythingV3Calib-DA3MONO-LARGE,10,calib_ro,45.465193,4.626789,0.0,61.292116,7.535556,0.510915
eth3d,DepthAnythingV3Calib-DA3MONO-LARGE,10,calib_shift_ro,59.977373,2.137836,0.0,61.292116,10.146581,0.593406
eth3d,DepthAnythingV3Calib-DA3MONO-LARGE,100,calib,66.507133,1.200997,0.0,61.292116,30.60258,0.727642
eth3d,DepthAnythingV3Calib-DA3MONO-LARGE,100,calib_shift,73.638124,0.585054,0.0,61.292116,34.241495,0.727499
eth3d,DepthAnythingV3Calib-DA3MONO-LARGE,100,calib_ro,47.114141,4.246162,0.0,61.292116,13.553306,0.518514
eth3d,DepthAnythingV3Calib-DA3MONO-LARGE,100,calib_shift_ro,61.921812,1.997626,0.0,61.292116,17.43901,0.612126
eth3d,DepthAnythingV3Calib-DA3MONO-LARGE,500,calib,68.415037,1.087777,0.0,61.292116,42.838854,0.744646
eth3d,DepthAnythingV3Calib-DA3MONO-LARGE,500,calib_shift,74.917717,0.564058,0.0,61.292116,46.058627,0.734964
eth3d,DepthAnythingV3Calib-DA3MONO-LARGE,500,calib_ro,47.395084,4.178506,0.0,61.292116,22.474822,0.519091
eth3d,DepthAnythingV3Calib-DA3MONO-LARGE,500,calib_shift_ro,62.315141,1.975377,0.0,61.292116,25.596458,0.613729
eth3d,DepthAnythingV3Calib-DA3MONO-LARGE,1000,calib,69.038498,1.046101,0.0,61.292116,52.365274,0.748832
