dataset,mde,iters,solver,pose_mAA_10,mean_mde_runtime,mean_inliers
illusion,MapAnything-map-anything,1000,calib_shift,66.85,333.79,67.56
illusion,MapAnything-map-anything,1000,calib_shift_ro,54.09,333.79,53.78
illusion,MapAnything-map-anything,1000,mdecalib,32.09,333.79,59.07
illusion,MapAnything-map-anything,1000,mdecalib_ro,25.42,333.79,46.62
illusion,MapAnything-map-anything,1000,mdecalib_shift,33.65,333.79,59.19
illusion,MapAnything-map-anything,1000,mdecalib_shift_ro,28.54,333.79,51.59
illusion,MapAnything-map-anything,1000,sf,57.09,333.79,67.92
illusion,MapAnything-map-anything,1000,sf_ro,46.34,333.79,59.47
illusion,MapAnything-map-anything,1000,sf_shift,41.56,333.79,57.28
illusion,MapAnything-map-anything,1000,sf_shift_ro,30.58,333.79,49.53
illusion,MapAnythingCalib-map-anything,10,calib,53.18,327.36,60.94
illusion,MapAnythingCalib-map-anything,10,calib_ro,48.48,327.36,48.16
illusion,MapAnythingCalib-map-anything,10,calib_shift,55.85,327.36,58.62
illusion,MapAnythingCalib-map-anything,10,calib_shift_ro,50.32,327.36,50.97
illusion,MapAnythingCalib-map-anything,100,calib,59.06,327.36,65.76
illusion,MapAnythingCalib-map-anything,100,calib_ro,50.24,327.36,49.31
illusion,MapAnythingCalib-map-anything,100,calib_shift,63.39,327.36,65.68
illusion,MapAnythingCalib-map-anything,100,calib_shift_ro,53.48,327.36,53.48
illusion,MapAnythingCalib-map-anything,500,calib,61.42,327.36,67.28
